ID	Recipe_RID	Recipe_Version	TPIBK_StepType_ID	ProcessClassPhase_ID	Step	UserString	RecipeEquipmentTransition_Data_ID	NextStep	Allocation_Type_ID	LateBinding	Material_ID	ProcessClass_ID
1025	FS_Test	4	2	71	95		NULL	NULL	0	0	NULL	427
1026	FS_Test	4	1	73	100		NULL	NULL	0	0	46	427
1027	FS_Test	4	3	71	105		NULL	NULL	0	0	NULL	427
1028	FS_Test	4	3	70	110		NULL	NULL	0	0	52	427
1029	FS_Test	4	3	44	115		NULL	NULL	0	0	37	437
1030	FS_Test	4	9	NULL	120		NULL	NULL	0	0	NULL	437
1031	FS_Test	4	8	NULL	125		NULL	NULL	0	0	NULL	428
1032	FS_Test	4	8	NULL	135		NULL	NULL	0	0	NULL	437
1033	FS_Test	4	8	NULL	140		NULL	NULL	0	0	NULL	430
1034	FS_Test	4	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
1035	FS_Test	4	2	57	150		NULL	NULL	0	0	42	428
1036	FS_Test	4	1	59	155		NULL	NULL	0	0	42	428
1037	FS_Test	4	1	59	160		NULL	NULL	0	0	50	428
1038	FS_Test	4	3	57	165		NULL	NULL	0	0	50	428
1039	FS_Test	4	8	NULL	185		NULL	NULL	0	0	NULL	433
1040	FS_Test	4	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
1041	FS_Test	4	1	128	195		NULL	NULL	0	0	64	433
1042	FS_Test	4	4	128	200		NULL	NULL	0	0	64	433
1043	FS_Test	4	9	NULL	205		NULL	NULL	0	0	NULL	433
1044	FS_Test	4	4	57	210		NULL	NULL	0	0	40	428
1045	FS_Test	4	9	NULL	215		NULL	NULL	0	0	NULL	428
1046	FS_Test	4	9	NULL	220		NULL	NULL	0	0	NULL	437
1047	FS_Test	4	9	NULL	225		NULL	NULL	0	0	NULL	430
1048	FS_Test	4	4	55	230		NULL	NULL	0	0	40	432
1049	FS_Test	4	9	NULL	235		NULL	NULL	0	0	NULL	432
1050	FS_Test	4	9	NULL	240		NULL	NULL	0	0	NULL	431
1051	FS_Test	4	4	18	245		NULL	NULL	0	0	40	435
1052	FS_Test	4	9	NULL	250		NULL	NULL	0	0	NULL	435
1053	FS_Test	4	9	NULL	255		NULL	NULL	0	0	NULL	434
1054	FS_Test	4	4	68	260		NULL	NULL	0	0	40	436
1055	FS_Test	4	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
1056	FS_Test	4	1	68	270		NULL	NULL	0	0	52	436
1057	FS_Test	4	1	31	275		NULL	NULL	0	0	NULL	426
1058	FS_Test	4	1	29	280		NULL	NULL	0	0	NULL	426
1059	FS_Test	4	9	NULL	285		NULL	NULL	0	0	NULL	427
1060	FS_Test	4	9	NULL	290		NULL	NULL	0	0	NULL	436
1061	FS_Test	4	9	NULL	295		NULL	NULL	0	0	NULL	426
1062	FS_Test	4	2	44	152		NULL	NULL	0	0	40	437
1063	FS_Test	4	3	44	167		NULL	NULL	0	0	40	437
1064	FS_Test	4	2	60	153		NULL	NULL	0	0	40	430
1065	FS_Test	4	3	60	168		NULL	NULL	0	0	40	430
1066	FS_Test	5	8	NULL	5		NULL	NULL	0	0	NULL	438
1067	FS_Test	5	2	25	10		NULL	NULL	0	0	NULL	438
1068	FS_Test	5	5	28	15		NULL	NULL	0	0	NULL	438
1069	FS_Test	5	8	NULL	20		NULL	NULL	0	0	NULL	448
1070	FS_Test	5	2	68	25		NULL	NULL	0	0	52	448
1071	FS_Test	5	8	NULL	35		NULL	NULL	0	0	NULL	446
1072	FS_Test	5	8	NULL	40		NULL	NULL	0	0	NULL	447
1073	FS_Test	5	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
1074	FS_Test	5	2	18	50		NULL	NULL	0	0	44	447
1075	FS_Test	5	8	NULL	55		NULL	NULL	0	0	NULL	443
1076	FS_Test	5	8	NULL	60		NULL	NULL	0	0	NULL	444
1077	FS_Test	5	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
1078	FS_Test	5	2	55	70		NULL	NULL	0	0	63	444
1079	FS_Test	5	8	NULL	75		NULL	NULL	0	0	NULL	439
1080	FS_Test	5	8	NULL	80		NULL	NULL	0	0	NULL	449
1081	FS_Test	5	2	70	85		NULL	NULL	0	0	40	439
1082	FS_Test	5	2	44	90		NULL	NULL	0	0	37	449
1083	FS_Test	5	2	71	95		NULL	NULL	0	0	NULL	439
1084	FS_Test	5	1	73	100		NULL	NULL	0	0	46	439
1085	FS_Test	5	3	71	105		NULL	NULL	0	0	NULL	439
1086	FS_Test	5	3	70	110		NULL	NULL	0	0	52	439
1087	FS_Test	5	3	44	115		NULL	NULL	0	0	37	449
1088	FS_Test	5	9	NULL	120		NULL	NULL	0	0	NULL	449
1089	FS_Test	5	8	NULL	125		NULL	NULL	0	0	NULL	440
1090	FS_Test	5	8	NULL	135		NULL	NULL	0	0	NULL	449
1091	FS_Test	5	8	NULL	140		NULL	NULL	0	0	NULL	442
1092	FS_Test	5	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
1093	FS_Test	5	2	57	150		NULL	NULL	0	0	42	440
1094	FS_Test	5	1	59	155		NULL	NULL	0	0	42	440
1095	FS_Test	5	1	59	160		NULL	NULL	0	0	50	440
1096	FS_Test	5	3	57	165		NULL	NULL	0	0	50	440
1097	FS_Test	5	8	NULL	185		NULL	NULL	0	0	NULL	445
1098	FS_Test	5	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
1099	FS_Test	5	1	128	195		NULL	NULL	0	0	64	445
1100	FS_Test	5	4	128	200		NULL	NULL	0	0	64	445
1101	FS_Test	5	9	NULL	205		NULL	NULL	0	0	NULL	445
1102	FS_Test	5	4	57	210		NULL	NULL	0	0	40	440
1103	FS_Test	5	9	NULL	215		NULL	NULL	0	0	NULL	440
1104	FS_Test	5	9	NULL	220		NULL	NULL	0	0	NULL	449
1105	FS_Test	5	9	NULL	225		NULL	NULL	0	0	NULL	442
1106	FS_Test	5	4	55	230		NULL	NULL	0	0	40	444
1107	FS_Test	5	9	NULL	235		NULL	NULL	0	0	NULL	444
1108	FS_Test	5	9	NULL	240		NULL	NULL	0	0	NULL	443
1109	FS_Test	5	4	18	245		NULL	NULL	0	0	40	447
1110	FS_Test	5	9	NULL	250		NULL	NULL	0	0	NULL	447
1111	FS_Test	5	9	NULL	255		NULL	NULL	0	0	NULL	446
1112	FS_Test	5	4	68	260		NULL	NULL	0	0	40	448
1113	FS_Test	5	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
1114	FS_Test	5	1	68	270		NULL	NULL	0	0	52	448
1115	FS_Test	5	1	31	275		NULL	NULL	0	0	NULL	438
1116	FS_Test	5	1	29	280		NULL	NULL	0	0	NULL	438
1117	FS_Test	5	9	NULL	285		NULL	NULL	0	0	NULL	439
1118	FS_Test	5	9	NULL	290		NULL	NULL	0	0	NULL	448
1119	FS_Test	5	9	NULL	295		NULL	NULL	0	0	NULL	438
1120	FS_Test	5	2	44	152		NULL	NULL	0	0	40	449
1121	FS_Test	5	3	44	167		NULL	NULL	0	0	40	449
1122	FS_Test	5	2	60	153		NULL	NULL	0	0	40	442
1123	FS_Test	5	3	60	168		NULL	NULL	0	0	40	442
1124	FS_Test	6	8	NULL	5		NULL	NULL	0	0	NULL	450
1125	FS_Test	6	2	25	10		NULL	NULL	0	0	NULL	450
1126	FS_Test	6	5	28	15		NULL	NULL	0	0	NULL	450
1127	FS_Test	6	8	NULL	20		NULL	NULL	0	0	NULL	460
1128	FS_Test	6	2	68	25		NULL	NULL	0	0	52	460
1129	FS_Test	6	8	NULL	35		NULL	NULL	0	0	NULL	458
1130	FS_Test	6	8	NULL	40		NULL	NULL	0	0	NULL	459
1131	FS_Test	6	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
1132	FS_Test	6	2	18	50		NULL	NULL	0	0	44	459
1133	FS_Test	6	8	NULL	55		NULL	NULL	0	0	NULL	455
1134	FS_Test	6	8	NULL	60		NULL	NULL	0	0	NULL	456
1135	FS_Test	6	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
1136	FS_Test	6	2	55	70		NULL	NULL	0	0	63	456
1137	FS_Test	6	8	NULL	75		NULL	NULL	0	0	NULL	451
1138	FS_Test	6	8	NULL	80		NULL	NULL	0	0	NULL	461
1139	FS_Test	6	2	70	85		NULL	NULL	0	0	40	451
1140	FS_Test	6	2	44	90		NULL	NULL	0	0	37	461
1141	FS_Test	6	2	71	95		NULL	NULL	0	0	NULL	451
1142	FS_Test	6	1	73	100		NULL	NULL	0	0	46	451
1143	FS_Test	6	3	71	105		NULL	NULL	0	0	NULL	451
1144	FS_Test	6	3	70	110		NULL	NULL	0	0	52	451
1145	FS_Test	6	3	44	115		NULL	NULL	0	0	37	461
1146	FS_Test	6	9	NULL	120		NULL	NULL	0	0	NULL	461
1147	FS_Test	6	8	NULL	125		NULL	NULL	0	0	NULL	452
1148	FS_Test	6	8	NULL	135		NULL	NULL	0	0	NULL	463
1149	FS_Test	6	8	NULL	140		NULL	NULL	0	0	NULL	454
1150	FS_Test	6	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
1151	FS_Test	6	2	57	150		NULL	NULL	0	0	42	452
1152	FS_Test	6	1	59	155		NULL	NULL	0	0	42	452
1153	FS_Test	6	1	59	160		NULL	NULL	0	0	50	452
1154	FS_Test	6	3	57	165		NULL	NULL	0	0	50	452
1155	FS_Test	6	8	NULL	185		NULL	NULL	0	0	NULL	457
1156	FS_Test	6	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
1157	FS_Test	6	1	128	195		NULL	NULL	0	0	64	457
1158	FS_Test	6	4	128	200		NULL	NULL	0	0	64	457
1159	FS_Test	6	9	NULL	205		NULL	NULL	0	0	NULL	457
1160	FS_Test	6	4	57	210		NULL	NULL	0	0	40	452
1161	FS_Test	6	9	NULL	215		NULL	NULL	0	0	NULL	452
1162	FS_Test	6	9	NULL	220		NULL	NULL	0	0	NULL	463
1163	FS_Test	6	9	NULL	225		NULL	NULL	0	0	NULL	454
1164	FS_Test	6	4	55	230		NULL	NULL	0	0	40	456
1165	FS_Test	6	9	NULL	235		NULL	NULL	0	0	NULL	456
1166	FS_Test	6	9	NULL	240		NULL	NULL	0	0	NULL	455
1167	FS_Test	6	4	18	245		NULL	NULL	0	0	40	459
1168	FS_Test	6	9	NULL	250		NULL	NULL	0	0	NULL	459
1169	FS_Test	6	9	NULL	255		NULL	NULL	0	0	NULL	458
1170	FS_Test	6	4	68	260		NULL	NULL	0	0	40	460
1171	FS_Test	6	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
1172	FS_Test	6	1	68	270		NULL	NULL	0	0	52	460
1173	FS_Test	6	1	31	275		NULL	NULL	0	0	NULL	450
1174	FS_Test	6	1	29	280		NULL	NULL	0	0	NULL	450
1175	FS_Test	6	9	NULL	285		NULL	NULL	0	0	NULL	451
1176	FS_Test	6	9	NULL	290		NULL	NULL	0	0	NULL	460
1177	FS_Test	6	9	NULL	295		NULL	NULL	0	0	NULL	450
1178	FS_Test	6	2	44	152		NULL	NULL	0	0	40	463
1179	FS_Test	6	3	44	167		NULL	NULL	0	0	40	463
1180	FS_Test	6	2	60	153		NULL	NULL	0	0	40	454
1181	FS_Test	6	3	60	168		NULL	NULL	0	0	40	454
1182	FS_Test	7	8	NULL	5		NULL	NULL	0	0	NULL	464
1183	FS_Test	7	2	25	10		NULL	NULL	0	0	NULL	464
1184	FS_Test	7	5	28	15		NULL	NULL	0	0	NULL	464
1185	FS_Test	7	8	NULL	20		NULL	NULL	0	0	NULL	474
1186	FS_Test	7	2	68	25		NULL	NULL	0	0	52	474
1187	FS_Test	7	8	NULL	35		NULL	NULL	0	0	NULL	472
1188	FS_Test	7	8	NULL	40		NULL	NULL	0	0	NULL	473
1189	FS_Test	7	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
1190	FS_Test	7	2	18	50		NULL	NULL	0	0	44	473
1191	FS_Test	7	8	NULL	55		NULL	NULL	0	0	NULL	469
1192	FS_Test	7	8	NULL	60		NULL	NULL	0	0	NULL	470
1193	FS_Test	7	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
1194	FS_Test	7	2	55	70		NULL	NULL	0	0	63	470
1195	FS_Test	7	8	NULL	75		NULL	NULL	0	0	NULL	465
1196	FS_Test	7	8	NULL	80		NULL	NULL	0	0	NULL	475
1197	FS_Test	7	2	70	85		NULL	NULL	0	0	40	465
1198	FS_Test	7	2	44	90		NULL	NULL	0	0	37	475
1199	FS_Test	7	2	71	95		NULL	NULL	0	0	NULL	465
1200	FS_Test	7	1	73	100		NULL	NULL	0	0	46	465
1201	FS_Test	7	3	71	105		NULL	NULL	0	0	NULL	465
1202	FS_Test	7	3	70	110		NULL	NULL	0	0	52	465
1203	FS_Test	7	3	44	115		NULL	NULL	0	0	37	475
1204	FS_Test	7	9	NULL	120		NULL	NULL	0	0	NULL	475
1205	FS_Test	7	8	NULL	125		NULL	NULL	0	0	NULL	466
1206	FS_Test	7	8	NULL	135		NULL	NULL	0	0	NULL	476
1207	FS_Test	7	8	NULL	140		NULL	NULL	0	0	NULL	468
1208	FS_Test	7	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
1209	FS_Test	7	2	57	150		NULL	NULL	0	0	42	466
1210	FS_Test	7	1	59	155		NULL	NULL	0	0	42	466
1211	FS_Test	7	1	59	160		NULL	NULL	0	0	50	466
1212	FS_Test	7	3	57	165		NULL	NULL	0	0	50	466
1213	FS_Test	7	8	NULL	185		NULL	NULL	0	0	NULL	471
1214	FS_Test	7	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
1215	FS_Test	7	1	128	195		NULL	NULL	0	0	64	471
1216	FS_Test	7	4	128	200		NULL	NULL	0	0	64	471
1217	FS_Test	7	9	NULL	205		NULL	NULL	0	0	NULL	471
1218	FS_Test	7	4	57	210		NULL	NULL	0	0	40	466
1219	FS_Test	7	9	NULL	215		NULL	NULL	0	0	NULL	466
1220	FS_Test	7	9	NULL	220		NULL	NULL	0	0	NULL	476
1221	FS_Test	7	9	NULL	225		NULL	NULL	0	0	NULL	468
1222	FS_Test	7	4	55	230		NULL	NULL	0	0	40	470
1223	FS_Test	7	9	NULL	235		NULL	NULL	0	0	NULL	470
1224	FS_Test	7	9	NULL	240		NULL	NULL	0	0	NULL	469
1225	FS_Test	7	4	18	245		NULL	NULL	0	0	40	473
1226	FS_Test	7	9	NULL	250		NULL	NULL	0	0	NULL	473
1227	FS_Test	7	9	NULL	255		NULL	NULL	0	0	NULL	472
1228	FS_Test	7	4	68	260		NULL	NULL	0	0	40	474
1229	FS_Test	7	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
1230	FS_Test	7	1	68	270		NULL	NULL	0	0	52	474
1231	FS_Test	7	1	31	275		NULL	NULL	0	0	NULL	464
1232	FS_Test	7	1	29	280		NULL	NULL	0	0	NULL	464
1233	FS_Test	7	9	NULL	285		NULL	NULL	0	0	NULL	465
1234	FS_Test	7	9	NULL	290		NULL	NULL	0	0	NULL	474
1235	FS_Test	7	9	NULL	295		NULL	NULL	0	0	NULL	464
1236	FS_Test	7	2	44	152		NULL	NULL	0	0	40	476
1237	FS_Test	7	3	44	167		NULL	NULL	0	0	40	476
1238	FS_Test	7	2	60	153		NULL	NULL	0	0	40	468
1239	FS_Test	7	3	60	168		NULL	NULL	0	0	40	468
1240	FS_Test	8	8	NULL	5		NULL	NULL	0	0	NULL	477
1241	FS_Test	8	2	25	10		NULL	NULL	0	0	NULL	477
1242	FS_Test	8	5	28	15		NULL	NULL	0	0	NULL	477
1243	FS_Test	8	8	NULL	20		NULL	NULL	0	0	NULL	486
